text,label
Market participants await Bajaj Finance quarterly results.,neutral
Bharti Airtel announces organizational restructuring.,neutral
Asian Paints completes acquisition of Financial Corp.,neutral
Regulatory action against Dr. Reddy's triggers sell-off.,negative
Bharti Airtel announces organizational restructuring.,neutral
Analysts upgrade Asian Paints on improved growth outlook.,positive
Shares of ICICI Bank trade flat amid mixed market sentiment.,neutral
Cipla posts record profits of INR 3942 crore.,positive
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
ICICI Bank beats market expectations with 10% profit growth.,positive
Tata Motors misses earnings estimates with 3% drop in profit.,negative
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Shares of Maruti Suzuki surge after strong Q2 results.,positive
Tech Mahindra posts losses of INR 4403 crore this quarter.,negative
Market participants await HDFC Bank quarterly results.,neutral
Infosys reports robust performance with revenue of INR 3534 crore in Q3.,positive
Shares of TCS surge after strong Q4 results.,positive
Power Grid completes acquisition of Capital Ltd.,neutral
Regulatory action against Axis Bank triggers sell-off.,negative
Adani Ports faces regulatory investigation over irregularities.,negative
Bajaj Finance announces organizational restructuring.,neutral
Tata Motors announces leadership changes in key divisions.,neutral
Asian Paints stock hits 52-week high on strong demand.,positive
Tata Motors announces organizational restructuring.,neutral
Bajaj Finance reports a 32% rise in quarterly revenue.,positive
Tata Motors announces leadership changes in key divisions.,neutral
Analysts upgrade Bharti Airtel on improved growth outlook.,positive
Regulatory action against HCL Technologies triggers sell-off.,negative
UltraTech Cement announces organizational restructuring.,neutral
Market participants await Asian Paints quarterly results.,neutral
Shares of Hindustan Unilever surge after strong Q3 results.,positive
ITC posts losses of INR 1681 crore this quarter.,negative
Maruti Suzuki schedules board meeting for Q4.,neutral
Investors exit Cipla after disappointing Q1 guidance.,negative
ITC completes acquisition of Logistics Inc.,neutral
Shares of Kotak Mahindra Bank trade flat amid mixed market sentiment.,neutral
Regulatory action against Reliance Industries triggers sell-off.,negative
Titan Company schedules board meeting for Q2.,neutral
Regulatory action against Hindustan Unilever triggers sell-off.,negative
Tech Mahindra announces leadership changes in key divisions.,neutral
Investors exit Hindustan Unilever after disappointing Q4 guidance.,negative
Reliance Industries schedules board meeting for Q2.,neutral
Axis Bank reports a 14% decline in net profit.,negative
Shares of TCS surge after strong Q2 results.,positive
Market participants await Bharti Airtel quarterly results.,neutral
Market participants await Reliance Industries quarterly results.,neutral
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Shares of Bajaj Finance trade flat amid mixed market sentiment.,neutral
Axis Bank announces leadership changes in key divisions.,neutral
Regulatory action against Wipro triggers sell-off.,negative
Asian Paints introduces a new product line in the domestic market.,neutral
Shares of Cipla surge after strong Q3 results.,positive
ICICI Bank reports robust performance with revenue of INR 4737 crore in Q4.,positive
SBI stock hits 52-week high on strong demand.,positive
Analysts downgrade Mahindra & Mahindra citing poor performance.,negative
Shares of SBI fall after weak Q4 results.,negative
HCL Technologies stock hits 52-week high on strong demand.,positive
Dr. Reddy's reports a 25% decline in net profit.,negative
Shares of Tata Motors trade flat amid mixed market sentiment.,neutral
Regulatory action against Adani Ports triggers sell-off.,negative
Analysts upgrade Adani Ports on improved growth outlook.,positive
Hindustan Unilever stock hits 52-week high on strong demand.,positive
HDFC Bank stock plunges 25% amid concerns over debt levels.,negative
Wipro announces organizational restructuring.,neutral
Hindustan Unilever announces organizational restructuring.,neutral
Cipla misses earnings estimates with 16% drop in profit.,negative
Bajaj Finance faces legal challenges impacting market confidence.,negative
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Bajaj Finance reports a 30% rise in quarterly revenue.,positive
Asian Paints reports robust performance with revenue of INR 1386 crore in Q1.,positive
Kotak Mahindra Bank faces regulatory investigation over irregularities.,negative
ITC announces leadership changes in key divisions.,neutral
ICICI Bank stock hits 52-week high on strong demand.,positive
Mahindra & Mahindra announces 24% increase in dividend payout.,positive
Infosys beats market expectations with 9% profit growth.,positive
Mahindra & Mahindra misses earnings estimates with 20% drop in profit.,negative
Axis Bank introduces a new product line in the domestic market.,neutral
HCL Technologies reports robust performance with revenue of INR 1168 crore in Q3.,positive
UltraTech Cement announces organizational restructuring.,neutral
Bajaj Finance stock plunges 6% amid concerns over debt levels.,negative
Tech Mahindra beats market expectations with 24% profit growth.,positive
Bajaj Finance announces leadership changes in key divisions.,neutral
Regulatory action against Axis Bank triggers sell-off.,negative
Analysts downgrade Infosys citing poor performance.,negative
Kotak Mahindra Bank beats market expectations with 13% profit growth.,positive
Wipro stock plunges 19% amid concerns over debt levels.,negative
Regulatory action against Bharti Airtel triggers sell-off.,negative
Analysts downgrade Kotak Mahindra Bank citing poor performance.,negative
Bharti Airtel reports robust performance with revenue of INR 4732 crore in Q1.,positive
Shares of JSW Steel fall after weak Q1 results.,negative
ICICI Bank faces regulatory investigation over irregularities.,negative
Hindustan Unilever schedules board meeting for Q1.,neutral
Dr. Reddy's completes acquisition of Energy Solutions.,neutral
Asian Paints completes acquisition of Energy Solutions.,neutral
SBI completes acquisition of Financial Corp.,neutral
Investors exit Axis Bank after disappointing Q1 guidance.,negative
Investors cheer as Mahindra & Mahindra secures major contract worth INR 1037 crore.,positive
Infosys reports a 15% decline in net profit.,negative
Investors cheer as JSW Steel secures major contract worth INR 394 crore.,positive
Tech Mahindra reports a 16% rise in quarterly revenue.,positive
Infosys posts record profits of INR 3803 crore.,positive
Tata Motors posts record profits of INR 742 crore.,positive
Market participants await Tech Mahindra quarterly results.,neutral
ICICI Bank announces organizational restructuring.,neutral
Shares of Adani Ports trade flat amid mixed market sentiment.,neutral
Analysts upgrade SBI on improved growth outlook.,positive
HDFC Bank completes acquisition of Tech Solutions.,neutral
Analysts upgrade HCL Technologies on improved growth outlook.,positive
TCS reports a 35% rise in quarterly revenue.,positive
Wipro completes acquisition of Financial Corp.,neutral
Kotak Mahindra Bank announces 26% increase in dividend payout.,positive
Adani Ports introduces a new product line in the domestic market.,neutral
Regulatory action against Bajaj Finance triggers sell-off.,negative
Asian Paints reports a 23% decline in net profit.,negative
Reliance Industries introduces a new product line in the domestic market.,neutral
Adani Ports schedules board meeting for Q2.,neutral
Titan Company posts record profits of INR 1642 crore.,positive
Tata Motors schedules board meeting for Q4.,neutral
Investors cheer as ICICI Bank secures major contract worth INR 2580 crore.,positive
HDFC Bank announces organizational restructuring.,neutral
Analysts downgrade Sun Pharma citing poor performance.,negative
Titan Company reports a 35% rise in quarterly revenue.,positive
Shares of Maruti Suzuki fall after weak Q3 results.,negative
UltraTech Cement reports robust performance with revenue of INR 979 crore in Q3.,positive
Analysts upgrade Maruti Suzuki on improved growth outlook.,positive
Hindustan Unilever completes successful acquisition of Energy Solutions.,positive
Tech Mahindra introduces a new product line in the domestic market.,neutral
Market participants await Bharti Airtel quarterly results.,neutral
Shares of Mahindra & Mahindra surge after strong Q3 results.,positive
Axis Bank schedules board meeting for Q2.,neutral
SBI introduces a new product line in the domestic market.,neutral
Analysts upgrade HDFC Bank on improved growth outlook.,positive
Bajaj Finance reports robust performance with revenue of INR 3143 crore in Q1.,positive
Hindustan Unilever posts record profits of INR 3504 crore.,positive
Tata Motors announces leadership changes in key divisions.,neutral
Maruti Suzuki posts losses of INR 4869 crore this quarter.,negative
Tech Mahindra reports a 14% decline in net profit.,negative
Maruti Suzuki stock plunges 20% amid concerns over debt levels.,negative
Axis Bank announces 13% increase in dividend payout.,positive
UltraTech Cement reports robust performance with revenue of INR 2415 crore in Q3.,positive
